,date,import_weighted_avg_tariff
133,2025-05-14,13.83118363795429
134,2025-05-15,13.83118363795429
135,2025-05-16,13.83118363795429
136,2025-05-17,13.83118363795429
137,2025-05-18,13.83118363795429
138,2025-05-19,13.83118363795429
139,2025-05-20,13.83118363795429
140,2025-05-21,13.83118363795429
141,2025-05-22,13.83118363795429
142,2025-05-23,13.83118363795429
143,2025-05-24,13.83118363795429
144,2025-05-25,13.83118363795429
145,2025-05-26,13.83118363795429
146,2025-05-27,13.83118363795429
147,2025-05-28,13.83118363795429
148,2025-05-29,13.83118363795429
149,2025-05-30,13.83118363795429
150,2025-05-31,13.83118363795429
151,2025-06-01,13.83118363795429
152,2025-06-02,13.83118363795429
153,2025-06-03,14.637977175958973
154,2025-06-04,14.637977175958973
155,2025-06-05,14.637977175958973
156,2025-06-06,14.637977175958973
157,2025-06-07,14.637977175958973
158,2025-06-08,14.637977175958973
159,2025-06-09,14.637977175958973
160,2025-06-10,14.637977175958973
161,2025-06-11,14.637977175958973
162,2025-06-12,14.637977175958973
163,2025-06-13,14.637977175958973
164,2025-06-14,14.637977175958973
165,2025-06-15,14.637977175958973
166,2025-06-16,14.637977175958973
167,2025-06-17,14.637977175958973
168,2025-06-18,14.637977175958973
169,2025-06-19,14.637977175958973
170,2025-06-20,14.637977175958973
171,2025-06-21,14.637977175958973
172,2025-06-22,14.637977175958973
173,2025-06-23,14.637977175958973
174,2025-06-24,14.637977175958973
175,2025-06-25,14.637977175958973
176,2025-06-26,14.637977175958973
177,2025-06-27,14.637977175958973
178,2025-06-28,14.637977175958973
179,2025-06-29,14.637977175958973
180,2025-06-30,14.637977175958973
181,2025-07-01,14.637977175958973
182,2025-07-02,14.637977175958973
183,2025-07-03,14.637977175958973
184,2025-07-04,14.637977175958973
185,2025-07-05,14.637977175958973
186,2025-07-06,14.637977175958973
187,2025-07-07,14.637977175958973
188,2025-07-08,14.637977175958973
189,2025-07-09,14.637977175958973
190,2025-07-10,14.637977175958973
191,2025-07-11,14.637977175958973
192,2025-07-12,14.637977175958973
193,2025-07-13,14.637977175958973
194,2025-07-14,14.637977175958973
195,2025-07-15,14.637977175958973
196,2025-07-16,14.637977175958973
197,2025-07-17,14.637977175958973
198,2025-07-18,14.637977175958973
199,2025-07-19,14.637977175958973
200,2025-07-20,14.637977175958973
201,2025-07-21,14.637977175958973
202,2025-07-22,14.637977175958973
203,2025-07-23,14.637977175958973
204,2025-07-24,14.637977175958973
205,2025-07-25,14.637977175958973
206,2025-07-26,14.637977175958973
207,2025-07-27,14.637977175958973
208,2025-07-28,14.637977175958973
209,2025-07-29,14.637977175958973
210,2025-07-30,14.637977175958973
211,2025-07-31,14.637977175958973
212,2025-08-01,14.637977175958973
213,2025-08-02,14.637977175958973
214,2025-08-03,14.637977175958973
215,2025-08-04,14.637977175958973
216,2025-08-05,14.637977175958973
217,2025-08-06,14.637977175958973
218,2025-08-07,17.925786647481225
219,2025-08-08,17.925786647481225
220,2025-08-09,17.925786647481225
221,2025-08-10,17.925786647481225
222,2025-08-11,17.925786647481225
223,2025-08-12,17.925786647481225
224,2025-08-13,17.925786647481225
225,2025-08-14,17.925786647481225
226,2025-08-15,17.925786647481225
227,2025-08-16,17.925786647481225
228,2025-08-17,17.925786647481225
229,2025-08-18,17.925786647481225
230,2025-08-19,17.925786647481225
231,2025-08-20,17.925786647481225
232,2025-08-21,17.925786647481225
233,2025-08-22,17.925786647481225
234,2025-08-23,17.925786647481225
235,2025-08-24,17.925786647481225
236,2025-08-25,17.925786647481225
237,2025-08-26,17.925786647481225
238,2025-08-27,17.925786647481225
239,2025-08-28,17.925786647481225
240,2025-08-29,17.925786647481225
241,2025-08-30,17.925786647481225
242,2025-08-31,17.925786647481225
243,2025-09-01,17.925786647481225
244,2025-09-02,17.925786647481225
245,2025-09-03,17.925786647481225
246,2025-09-04,17.925786647481225
247,2025-09-05,17.925786647481225
248,2025-09-06,17.925786647481225
249,2025-09-07,17.925786647481225
250,2025-09-08,17.925786647481225
251,2025-09-09,17.925786647481225
252,2025-09-10,17.925786647481225
253,2025-09-11,17.925786647481225
254,2025-09-12,17.925786647481225
255,2025-09-13,17.925786647481225
256,2025-09-14,17.925786647481225
257,2025-09-15,17.925786647481225
258,2025-09-16,17.925786647481225
259,2025-09-17,17.925786647481225
260,2025-09-18,17.925786647481225
261,2025-09-19,17.925786647481225
262,2025-09-20,17.925786647481225
263,2025-09-21,17.925786647481225
264,2025-09-22,17.925786647481225
265,2025-09-23,17.925786647481225
266,2025-09-24,17.925786647481225
267,2025-09-25,17.925786647481225
268,2025-09-26,17.925786647481225
269,2025-09-27,17.925786647481225
270,2025-09-28,17.925786647481225
271,2025-09-29,17.925786647481225
272,2025-09-30,17.925786647481225
